epoch,time,loss
464,2017-05-10 15:10:40.798180,1.21114113389
465,2017-05-10 15:12:56.004068,1.21548192489
466,2017-05-10 15:15:10.902226,1.2124314662
467,2017-05-10 15:17:25.594937,1.21715093308
468,2017-05-10 15:19:40.518340,1.21084731604
469,2017-05-10 15:21:55.644814,1.21266795203
470,2017-05-10 15:24:10.584553,1.21188945416
471,2017-05-10 15:26:25.526597,1.21260049402
472,2017-05-10 15:28:40.535835,1.21049986363
473,2017-05-10 15:30:55.494768,1.20852732224
474,2017-05-10 15:33:10.208622,1.2115255331
475,2017-05-10 15:35:24.846984,1.20876709354
476,2017-05-10 15:37:39.559781,1.21138864907
477,2017-05-10 15:39:54.512881,1.2092759028
478,2017-05-10 15:42:09.329466,1.21120576583
479,2017-05-10 15:44:24.153457,1.20897591366
480,2017-05-10 15:46:39.060451,1.20853209901
481,2017-05-10 15:48:53.863066,1.21100503507
482,2017-05-10 15:51:08.775268,1.20764137285
483,2017-05-10 15:53:23.502961,1.20742632323
484,2017-05-10 15:55:38.232906,1.20511986929
485,2017-05-10 15:57:53.258149,1.20493039982
486,2017-05-10 16:00:08.647187,1.20522830969
487,2017-05-10 16:02:24.787182,1.20700796201
488,2017-05-10 16:04:39.995594,1.20624858021
489,2017-05-10 16:06:56.083599,1.20706379022
490,2017-05-10 16:09:12.150680,1.20294929788
491,2017-05-10 16:11:27.717038,1.20342303272
492,2017-05-10 16:13:46.486677,1.20251306667
493,2017-05-10 16:16:03.894064,1.2058339253
494,2017-05-10 16:18:21.125733,1.20537246257
495,2017-05-10 16:20:39.132961,1.20920687971
496,2017-05-10 16:22:56.870042,1.2028188075
497,2017-05-10 16:25:15.867803,1.20401769926
498,2017-05-10 16:27:33.245017,1.2031331862
499,2017-05-10 16:29:50.455457,1.20449816435
