epoch,loss,val_loss
0,0.48866206668317319,0.24680499285459517
1,0.27347045261412861,0.1912338614463806
2,0.22830165326595306,0.16131100803613663
3,0.18750379439443349,0.12984131462872028
4,0.16191337127238511,0.11274531371891498
5,0.14667589906603098,0.099607568979263303
6,0.13214777717366816,0.090062907710671422
7,0.12231445657089353,0.081084179133176809
8,0.11144621903076768,0.074780524894595149
9,0.10279500596225262,0.070920892804861066
10,0.098628084361553195,0.064162511937320227
11,0.092141716647893196,0.069056088477373129
12,0.089737994410097596,0.062620319612324241
13,0.084645156562328336,0.059826421923935412
14,0.081794741749763492,0.055344661511480805
15,0.079989800322800869,0.057282654568552971
16,0.078625318314880135,0.055438879691064355
17,0.074283901974558836,0.053972397185862067
18,0.073299355944618588,0.054047892801463604
19,0.071571936225518579,0.047323691472411153
20,0.068933658581227061,0.049753773584961893
21,0.068379197409376508,0.050279091857373712
22,0.067327545490115881,0.045949474722146985
23,0.065726220281794673,0.046662273257970809
24,0.064903670828789478,0.045891879126429558
25,0.064638123102486136,0.045175829343497752
26,0.0620025182608515,0.044615583494305611
27,0.062099829362705347,0.04403378143906593
28,0.059783384576439856,0.051902841962873938
29,0.059662634832784535,0.047613459266722204
30,0.058596263406798244,0.042947492189705373
31,0.059403733303770426,0.041758572310209276
32,0.058055396005511281,0.043728593178093432
33,0.056789558567106727,0.041566624119877812
34,0.056273566186428071,0.038731347024440768
35,0.054967734543606636,0.041192404739558694
36,0.054249581787735222,0.042126035690307616
37,0.054301487654447554,0.037229299452155827
38,0.053997612930834292,0.040493232384324077
39,0.053969480097293854,0.039972529374063016
40,0.053412812622264029,0.03898694794625044
41,0.052495062351226807,0.038903938420116899
42,0.051493795542046431,0.03699143482372165
43,0.053320533782243731,0.040622842125594617
44,0.051014243299141525,0.038861029967665675
45,0.051709300186485049,0.042419761419296265
46,0.051422789087519051,0.035479820705950259
47,0.050754707027226689,0.037222545221447946
48,0.051379103818908332,0.034410616755485533
49,0.048882970865815875,0.037749435752630234
50,0.049319698754698035,0.036629522312432529
51,0.048441526619717477,0.039022573456168178
52,0.048871370544657108,0.036156474892050025
53,0.048573032487183809,0.036389555316418409
54,0.048233263567090033,0.036328525841236116
55,0.047972731804475185,0.034878145996481182
56,0.047949826670810582,0.035375372320413587
57,0.048182633565738799,0.035612583812326196
58,0.04747770829126239,0.038169794995337722
59,0.047506173280999063,0.03708218019455671
60,0.049672821490094068,0.03965022303164005
61,0.047734881425276397,0.035249103978276256
62,0.046091583231464027,0.036869483441114424
63,0.04619665155187249,0.034804245457053185
64,0.045749712176620959,0.033288902044296263
65,0.045513898972421883,0.038616021350026133
66,0.046406679786741734,0.035226896125823262
67,0.046750003239139915,0.038833329081535341
68,0.046186039550229908,0.035829759202897549
69,0.045581501582637428,0.034524375759065154
70,0.044917882885783911,0.033251591492444277
71,0.044616072066128255,0.035673631075769666
72,0.044535214500501755,0.034290145244449378
73,0.044865620089694858,0.033094868808984754
74,0.043780955579131843,0.033101523760706186
75,0.044250076590105894,0.033183091226965188
76,0.044102475559338924,0.033845580276101829
77,0.043819532822817565,0.031599066872149709
78,0.044239701284095642,0.033512408845126629
79,0.043984368257224557,0.03166631814092398
80,0.043442361755296588,0.034830367937684056
81,0.044320071721449493,0.034072198439389467
82,0.043278178945183751,0.033932627551257609
83,0.043032208550721408,0.032284366339445113
84,0.042902752757072449,0.031915098242461679
85,0.042336326418444516,0.033779371716082099
86,0.043058117153123021,0.033523671608418223
87,0.043736828258261085,0.031895926780998708
88,0.042856260808184742,0.033444265369325876
89,0.042865836806595323,0.03271147608757019
90,0.042561782803386447,0.034213445801287892
91,0.042541150562465192,0.033984277583658698
92,0.043331343727186319,0.032451586611568925
93,0.04197872597724199,0.03189818197861314
94,0.041446786653250453,0.031894148234277962
95,0.042590088723227379,0.031213052850216628
96,0.04157838951796293,0.033220415655523541
97,0.042203709855675696,0.032128847297281028
98,0.04144774675369263,0.031981192994862795
99,0.041991139622405173,0.031935483589768408
100,0.041377668781206009,0.031568662356585266
101,0.040830904431641099,0.031701650749891994
102,0.041688432637602094,0.033051920495927332
103,0.041385921090841292,0.03040142673999071
104,0.041412572935223581,0.031406276207417247
105,0.040624037804082039,0.033213365636765954
106,0.040966320503503087,0.03042217968031764
107,0.041116688353940847,0.031390107143670319
108,0.041120695229619739,0.033640778530389069
109,0.041831842530518769,0.032500323373824358
110,0.041041735745966437,0.03283315543085337
111,0.039880088949576023,0.032228993903845551
112,0.040240882383659485,0.031149293761700392
113,0.040396021492779252,0.030403252225369215
114,0.039704730012454094,0.030356265977025031
115,0.040044732065871357,0.033957785647362473
116,0.04052388649433851,0.033911301009356978
117,0.040469614416360856,0.032612721715122459
118,0.040607278887182477,0.032246806658804417
119,0.040460635256022212,0.03062848374247551
120,0.039733048668131231,0.032694973051548004
121,0.040002945344895124,0.030259830411523581
122,0.03895709370262921,0.031875400524586442
123,0.038805687520653012,0.031229305453598498
124,0.038813177449628714,0.030637064762413502
125,0.039431050862185658,0.032182852365076543
126,0.039416446234099567,0.035503418557345866
127,0.039155354583635928,0.029594800155609845
128,0.038555883429944517,0.03200573921203613
129,0.03924768455326557,0.030862450413405896
130,0.039677779609337452,0.032073651999235155
131,0.038835854874923824,0.030768709629774092
132,0.038603170262649658,0.030622496828436853
133,0.038559484132565561,0.032192598562687635
134,0.039360359497368338,0.031440794933587313
135,0.039175549056380987,0.031390026118606328
136,0.038950117561034857,0.030499188136309384
137,0.03819541800767183,0.030162761267274619
138,0.038166906079277398,0.032483928091824057
139,0.037924571544863284,0.029809858370572328
140,0.038621306885033846,0.030910412594676018
141,0.038278143340721729,0.032587305549532174
142,0.038596923463046551,0.03388199582695961
143,0.039398531056940557,0.029335855785757304
144,0.037716440740041435,0.03177450830116868
145,0.038509808760136363,0.030808532424271107
146,0.037556504202075305,0.030817218963056801
147,0.038087786408141255,0.030880528967827559
148,0.037780839507468043,0.031854186952114102
149,0.038213594025000928,0.033114655409008265
150,0.03751419326290488,0.030350951012223959
151,0.037387284054420891,0.030455866549164056
152,0.038069095672108234,0.030773791205137967
153,0.037130540842190383,0.031485419441014531
154,0.037574751232750711,0.030085751693695782
155,0.037294530984945597,0.029702586121857166
156,0.03756662632804364,0.031007025390863419
157,0.037352374312467872,0.030362135078758002
158,0.037336720293387769,0.031127177737653257
159,0.038905429840087893,0.030267306976020335
160,0.038021306297741829,0.030606364458799364
161,0.037203971459530291,0.030273781251162292
162,0.03726248301099986,0.03167887721210718
163,0.037507685157470404,0.030601588077843189
164,0.036825720057822767,0.029374046623706816
